,date,item
7241,2021-01-08T16:31:06.897Z,Basic Commands
7250,2021-01-08T20:31:04.988Z,Challenge
7260,2021-01-08T18:34:42.289Z,Repeat
7266,2021-01-08T19:54:38.283Z,Basic Commands
7281,2021-01-08T20:07:17.390Z,Challenge
7291,2021-01-08T17:31:54.920Z,Basic Commands
7292,2021-01-08T19:54:12.743Z,Repeat
7295,2021-01-08T17:44:40.554Z,Basic Commands
7301,2021-01-08T18:36:07.632Z,Repeat
7304,2021-01-08T20:31:51.064Z,Challenge
7326,2021-01-08T18:03:10.437Z,Repeat
7330,2021-01-08T20:17:54.500Z,Repeat
7343,2021-01-08T20:13:10.331Z,Repeat
7346,2021-01-08T20:07:53.180Z,Challenge
7348,2021-01-08T11:14:51.317Z,Function
7358,2021-01-08T18:31:28.818Z,IntroExplainTasks
7364,2021-01-08T20:32:28.915Z,Challenge
7377,2021-01-08T21:31:22.959Z,Repeat
7395,2021-01-08T17:32:27.490Z,Repeat
7401,2021-01-08T21:57:47.388Z,Challenge
7402,2021-01-08T19:54:01.217Z,ModifyMoves
7406,2021-01-08T21:48:53.047Z,Challenge
7415,2021-01-08T19:53:33.398Z,ModifyMoves
7416,2021-01-08T18:02:45.778Z,Repeat
7423,2021-01-08T21:50:25.932Z,Challenge
7435,2021-01-08T18:05:47.976Z,Repeat
7436,2021-01-08T20:13:22.900Z,Challenge
7441,2021-01-08T19:58:07.445Z,Function
7459,2021-01-08T20:02:58.812Z,Challenge
7462,2021-01-08T21:29:22.185Z,Function
7464,2021-01-08T11:14:41.106Z,Function
7465,2021-01-08T20:14:15.423Z,Challenge
7466,2021-01-08T20:08:58.675Z,Repeat
7470,2021-01-08T20:03:22.827Z,Challenge
7472,2021-01-08T20:03:10.359Z,Challenge
7473,2021-01-08T20:24:09.136Z,Challenge
7474,2021-01-08T20:13:18.252Z,Challenge
7497,2021-01-08T20:07:10.814Z,Challenge
7502,2021-01-08T20:15:13.406Z,Challenge
7510,2021-01-08T20:16:48.666Z,Repeat
7512,2021-01-08T20:07:16.407Z,Challenge
7515,2021-01-08T19:58:30.653Z,Function
7520,2021-01-08T20:15:27.613Z,Challenge
7524,2021-01-08T19:47:46.328Z,PreDone
7530,2021-01-08T20:21:32.734Z,Challenge
7557,2021-01-08T21:49:47.196Z,Challenge
7558,2021-01-08T18:10:13.508Z,FirstProgram
7561,2021-01-08T11:13:41.686Z,Basic Commands
7568,2021-01-08T10:46:33.180Z,Function
7571,2021-01-08T19:18:56.702Z,CommandsB
7579,2021-01-08T20:16:06.860Z,Challenge
7581,2021-01-08T20:26:03.011Z,Challenge
7592,2021-01-08T20:27:08.116Z,Challenge
7593,2021-01-08T19:51:59.682Z,Basic Commands
7594,2021-01-08T20:15:27.599Z,Challenge
7599,2021-01-08T20:30:47.999Z,Challenge
7600,2021-01-08T20:15:44.513Z,Repeat
7615,2021-01-08T10:38:36.921Z,Function
7619,2021-01-08T20:17:26.628Z,Repeat
7620,2021-01-08T21:49:06.579Z,Challenge
7623,2021-01-08T20:10:42.583Z,Challenge
7637,2021-01-08T20:34:01.250Z,Challenge
7641,2021-01-08T18:18:09.643Z,Function
7656,2021-01-08T22:03:01.221Z,Challenge
7658,2021-01-08T20:11:42.968Z,Repeat
7661,2021-01-08T20:31:37.117Z,Challenge
7663,2021-01-08T20:02:35.572Z,Function
7672,2021-01-08T18:39:10.731Z,Combine
7678,2021-01-08T20:30:46.098Z,Challenge
7681,2021-01-08T18:33:13.085Z,IntroExplainEditor
7686,2021-01-08T19:57:56.273Z,Basic Commands
7702,2021-01-08T20:14:08.266Z,Challenge
7706,2021-01-08T20:17:33.156Z,Repeat
7707,2021-01-08T20:26:03.052Z,Challenge
7708,2021-01-08T20:02:52.396Z,Function
7710,2021-01-08T19:56:48.905Z,Basic Commands
7720,2021-01-08T21:27:50.236Z,Function
7732,2021-01-08T20:03:22.191Z,Challenge
7752,2021-01-08T20:03:22.809Z,Challenge
7761,2021-01-08T11:13:25.837Z,Basic Commands
7767,2021-01-08T17:36:01.782Z,ModifyMoves
7769,2021-01-08T20:27:40.721Z,Challenge
7795,2021-01-08T18:31:43.061Z,Basic Commands
7809,2021-01-08T17:32:21.317Z,Function
7810,2021-01-08T21:29:43.621Z,Repeat
7814,2021-01-08T21:25:07.105Z,PreDone
7824,2021-01-08T20:02:58.823Z,Challenge
7827,2021-01-08T20:28:19.506Z,Challenge
7853,2021-01-08T20:07:06.102Z,Repeat
7861,2021-01-08T18:34:02.144Z,Function
7868,2021-01-08T21:29:21.170Z,Function
7871,2021-01-08T22:02:23.848Z,Challenge
7880,2021-01-08T20:03:43.017Z,Function
7888,2021-01-08T19:48:01.198Z,Basic Commands
7893,2021-01-08T20:26:55.707Z,Challenge
7900,2021-01-08T20:10:27.912Z,Challenge
7901,2021-01-08T20:03:07.338Z,Challenge
7908,2021-01-08T18:06:02.648Z,Function
7913,2021-01-08T20:27:46.426Z,Challenge
7916,2021-01-08T20:18:01.461Z,Challenge
7932,2021-01-08T20:15:19.652Z,Challenge
7944,2021-01-08T19:54:44.262Z,Basic Commands
7949,2021-01-08T10:54:02.282Z,Function
7956,2021-01-08T17:36:03.843Z,IntroExplainTasks
7962,2021-01-08T19:32:03.389Z,MeetKarel
7977,2021-01-08T17:44:38.137Z,Basic Commands
7979,2021-01-08T20:14:15.418Z,Challenge
7995,2021-01-08T19:57:54.032Z,Combine
8004,2021-01-08T20:02:40.426Z,Function
8008,2021-01-08T20:21:14.105Z,Combine
8014,2021-01-08T20:27:08.006Z,Challenge
8016,2021-01-08T19:59:24.267Z,Function
8025,2021-01-08T20:03:20.097Z,Challenge
8035,2021-01-08T20:26:08.087Z,Challenge
8040,2021-01-08T19:54:33.214Z,MeetKarel
8044,2021-01-08T20:37:32.214Z,Challenge
8051,2021-01-08T21:51:53.841Z,Challenge
8055,2021-01-08T10:53:14.989Z,Function
8060,2021-01-08T16:34:03.065Z,KarelCommandsPlaceStone
8066,2021-01-08T20:22:16.841Z,Challenge
8074,2021-01-08T20:15:29.844Z,Repeat
8075,2021-01-08T20:21:32.563Z,Combine
8088,2021-01-08T19:53:09.199Z,Function
8092,2021-01-08T11:14:40.152Z,Function
8093,2021-01-08T20:12:13.645Z,Challenge
8098,2021-01-08T20:04:47.750Z,Challenge
8099,2021-01-08T20:00:58.641Z,Challenge
8103,2021-01-08T20:05:55.448Z,Challenge
8105,2021-01-08T20:18:43.670Z,Challenge
8108,2021-01-08T17:36:47.405Z,Repeat
8115,2021-01-08T21:32:44.318Z,Repeat
8117,2021-01-08T11:12:36.253Z,PreIntro
8120,2021-01-08T21:59:41.734Z,Challenge
8125,2021-01-08T17:36:07.330Z,Basic Commands
8138,2021-01-08T19:56:31.493Z,ModifyMoves
8148,2021-01-08T20:03:03.739Z,Challenge
8150,2021-01-08T20:13:13.424Z,Challenge
8156,2021-01-08T18:38:33.904Z,Combine
8171,2021-01-08T20:01:37.197Z,Function
8176,2021-01-08T20:27:41.650Z,Challenge
8189,2021-01-08T19:58:02.537Z,Combine
8192,2021-01-08T20:03:53.216Z,Combine
8193,2021-01-08T20:11:21.678Z,Challenge
8195,2021-01-08T20:13:13.714Z,Challenge
8198,2021-01-08T20:03:44.494Z,Basic Commands
8212,2021-01-08T19:52:54.020Z,Function
8238,2021-01-08T18:36:05.932Z,Repeat
8244,2021-01-08T21:56:45.630Z,Challenge
8263,2021-01-08T18:38:29.807Z,Combine
8267,2021-01-08T18:30:29.535Z,Basic Commands
8271,2021-01-08T20:16:35.961Z,Challenge
8273,2021-01-08T20:02:47.672Z,Function
8280,2021-01-08T20:17:22.019Z,Challenge
8284,2021-01-08T20:03:19.895Z,Function
8286,2021-01-08T10:38:42.828Z,Function
8293,2021-01-08T20:16:40.724Z,Challenge
8299,2021-01-08T20:15:26.988Z,Challenge
8312,2021-01-08T20:09:15.217Z,Repeat
8323,2021-01-08T20:31:06.625Z,Challenge
8328,2021-01-08T20:14:55.934Z,Challenge
8333,2021-01-08T19:56:45.558Z,Basic Commands
8340,2021-01-08T20:22:11.235Z,Combine
8351,2021-01-08T21:27:19.512Z,Function
8373,2021-01-08T20:19:39.375Z,Challenge
8374,2021-01-08T20:00:09.778Z,Repeat
8380,2021-01-08T21:54:10.973Z,Challenge
8393,2021-01-08T21:32:23.002Z,Repeat
8406,2021-01-08T17:36:09.557Z,Basic Commands
8409,2021-01-08T11:13:36.733Z,Basic Commands
8410,2021-01-08T20:07:42.953Z,Challenge
8419,2021-01-08T19:52:57.447Z,ModifyMoves
8431,2021-01-08T20:15:19.638Z,Challenge
8433,2021-01-08T22:00:52.285Z,Challenge
8440,2021-01-08T19:57:41.968Z,Function
8441,2021-01-08T19:32:32.865Z,FirstProgram
8445,2021-01-08T17:36:28.846Z,Function
8465,2021-01-08T20:16:27.672Z,Challenge
8471,2021-01-08T20:03:23.234Z,Challenge
8477,2021-01-08T20:06:03.072Z,Challenge
8481,2021-01-08T20:21:27.178Z,Challenge
8493,2021-01-08T20:08:26.811Z,Challenge
8505,2021-01-08T17:44:39.299Z,Basic Commands
8506,2021-01-08T20:16:59.908Z,Challenge
8510,2021-01-08T18:32:02.143Z,
8513,2021-01-08T20:15:27.571Z,Challenge
8536,2021-01-08T20:02:49.618Z,Basic Commands
8541,2021-01-08T19:33:34.135Z,Basic Commands
8543,2021-01-08T20:11:49.750Z,Challenge
8544,2021-01-08T21:58:37.552Z,Challenge
8555,2021-01-08T18:38:06.829Z,Combine
8572,2021-01-08T19:51:02.471Z,PreIntro
8583,2021-01-08T20:15:32.786Z,Challenge
8586,2021-01-08T20:17:57.131Z,Challenge
8596,2021-01-08T21:53:01.749Z,Challenge
8601,2021-01-08T20:17:22.030Z,Challenge
8602,2021-01-08T18:33:09.366Z,ModifyMoves
8604,2021-01-08T20:20:13.103Z,Combine
8609,2021-01-08T22:03:08.251Z,Challenge
8612,2021-01-08T18:33:01.362Z,FirstProgram
8615,2021-01-08T20:24:11.021Z,Challenge
8621,2021-01-08T19:56:14.405Z,Function
8622,2021-01-08T20:27:36.929Z,Challenge
8624,2021-01-08T20:02:29.573Z,Basic Commands
8641,2021-01-08T17:44:58.917Z,Function
8642,2021-01-08T20:30:51.951Z,Challenge
8653,2021-01-08T20:11:50.200Z,Challenge
8663,2021-01-08T19:58:24.626Z,Basic Commands
8668,2021-01-08T21:50:02.824Z,Challenge
8675,2021-01-08T10:59:58.783Z,Function
8681,2021-01-08T21:30:09.899Z,Repeat
8685,2021-01-08T20:00:01.847Z,Function
8689,2021-01-08T20:02:58.914Z,Combine
8700,2021-01-08T20:33:24.741Z,Challenge
8708,2021-01-08T17:31:43.594Z,Basic Commands
8710,2021-01-08T21:50:13.803Z,Challenge
8715,2021-01-08T20:00:01.540Z,Function
8723,2021-01-08T20:03:08.718Z,Challenge
8724,2021-01-08T10:55:07.701Z,Function
8730,2021-01-08T19:52:54.595Z,Function
8739,2021-01-08T20:26:30.650Z,Challenge
8749,2021-01-08T20:39:07.615Z,Challenge
8752,2021-01-08T20:12:24.707Z,Challenge
8756,2021-01-08T18:38:54.352Z,PreIntro
8757,2021-01-08T19:51:39.254Z,Basic Commands
8764,2021-01-08T20:07:46.515Z,Challenge
8769,2021-01-08T20:30:52.005Z,Challenge
8771,2021-01-08T20:02:00.944Z,Function
8774,2021-01-08T20:16:29.558Z,Challenge
8775,2021-01-08T20:32:28.913Z,Challenge
8783,2021-01-08T21:59:25.296Z,Challenge
8784,2021-01-08T20:19:10.448Z,Combine
8793,2021-01-08T20:17:22.017Z,Repeat
8801,2021-01-08T20:15:13.472Z,Challenge
8805,2021-01-08T20:14:58.619Z,Challenge
8810,2021-01-08T18:40:27.558Z,Combine
8836,2021-01-08T19:53:29.121Z,ModifyMoves
8849,2021-01-08T20:18:39.411Z,Challenge
8850,2021-01-08T19:53:42.376Z,Repeat
8866,2021-01-08T20:32:17.531Z,Challenge
8867,2021-01-08T19:59:58.266Z,Challenge
8868,2021-01-08T18:23:44.903Z,KarelCommandsMove
8872,2021-01-08T20:15:37.645Z,Challenge
8885,2021-01-08T18:42:17.365Z,Combine
8889,2021-01-08T21:56:56.193Z,Challenge
8897,2021-01-08T20:36:30.129Z,Challenge
8901,2021-01-08T17:44:57.475Z,Function
8919,2021-01-08T19:54:34.909Z,Repeat
8923,2021-01-08T20:15:36.863Z,Repeat
8928,2021-01-08T20:11:50.195Z,Challenge
8934,2021-01-08T19:55:14.385Z,Basic Commands
8948,2021-01-08T20:08:08.815Z,Challenge
8949,2021-01-08T20:21:32.750Z,Challenge
8950,2021-01-08T18:10:11.168Z,KarelCommandsPickStone
8955,2021-01-08T20:14:10.261Z,Challenge
8956,2021-01-08T21:49:23.172Z,Challenge
8965,2021-01-08T19:57:20.528Z,Basic Commands
8969,2021-01-08T20:31:39.234Z,Challenge
8974,2021-01-08T19:58:53.564Z,Combine
8992,2021-01-08T21:50:41.214Z,Challenge
9001,2021-01-08T21:28:16.084Z,Function
9004,2021-01-08T19:55:57.513Z,Function
9007,2021-01-08T18:38:33.915Z,Combine
9021,2021-01-08T20:11:12.198Z,Challenge
9024,2021-01-08T19:54:05.711Z,Basic Commands
9032,2021-01-08T11:26:54.373Z,Function
9036,2021-01-08T20:20:05.684Z,Combine
9039,2021-01-08T20:05:55.462Z,Challenge
9042,2021-01-08T20:21:02.542Z,Challenge
9054,2021-01-08T19:51:04.939Z,ModifyMoves
9058,2021-01-08T18:09:04.981Z,PreDone
9068,2021-01-08T20:15:14.404Z,Challenge
9077,2021-01-08T10:54:29.781Z,Function
9087,2021-01-08T19:32:37.228Z,ModifyMoves
9091,2021-01-08T20:01:47.068Z,Repeat
9098,2021-01-08T21:30:18.355Z,Repeat
9105,2021-01-08T18:41:42.006Z,Challenge
9110,2021-01-08T17:36:32.730Z,Function
9114,2021-01-08T20:16:56.314Z,Repeat
9115,2021-01-08T20:18:39.396Z,Challenge
9125,2021-01-08T20:08:07.821Z,Challenge
9130,2021-01-08T19:58:19.573Z,Function
9133,2021-01-08T20:32:02.299Z,Challenge
9134,2021-01-08T21:25:04.775Z,ModifyMoves
9143,2021-01-08T18:38:52.615Z,Combine
9150,2021-01-08T21:58:10.430Z,Challenge
9160,2021-01-08T21:28:06.722Z,Function
9172,2021-01-08T11:00:45.243Z,Function
9174,2021-01-08T20:18:43.628Z,Challenge
9184,2021-01-08T19:32:02.705Z,PreIntro
9192,2021-01-08T20:27:07.993Z,Challenge
9194,2021-01-08T20:31:21.576Z,Challenge
9204,2021-01-08T19:58:30.631Z,Function
9217,2021-01-08T20:27:40.750Z,Challenge
9226,2021-01-08T18:38:21.983Z,Combine
9236,2021-01-08T10:54:30.870Z,Function
9240,2021-01-08T11:13:59.925Z,Basic Commands
9247,2021-01-08T19:33:45.064Z,Basic Commands
9249,2021-01-08T17:44:40.577Z,Basic Commands
9256,2021-01-08T18:33:52.613Z,Function
9258,2021-01-08T20:16:34.233Z,Challenge
9259,2021-01-08T20:21:59.767Z,Challenge
9264,2021-01-08T20:11:43.892Z,Challenge
9265,2021-01-08T20:11:06.595Z,Repeat
9268,2021-01-08T11:14:29.796Z,Function
9279,2021-01-08T20:11:44.143Z,Challenge
9280,2021-01-08T19:51:54.229Z,KarelCommandsPlaceStone
9284,2021-01-08T20:03:27.848Z,Challenge
9285,2021-01-08T20:14:10.267Z,Challenge
9287,2021-01-08T21:54:34.579Z,Challenge
9290,2021-01-08T20:09:36.760Z,Challenge
9291,2021-01-08T20:04:42.303Z,Combine
9294,2021-01-08T18:13:12.056Z,KarelCommandsTurnLeft
9314,2021-01-08T20:14:09.981Z,Challenge
9315,2021-01-08T20:01:02.806Z,Function
9318,2021-01-08T18:02:43.032Z,Repeat
9322,2021-01-08T21:32:22.989Z,Repeat
9333,2021-01-08T20:16:39.497Z,Challenge
9334,2021-01-08T19:34:14.281Z,Function
9335,2021-01-08T21:57:01.472Z,Challenge
9338,2021-01-08T20:28:08.492Z,Challenge
9343,2021-01-08T20:07:17.830Z,Challenge
9346,2021-01-08T21:28:37.487Z,Function
9362,2021-01-08T20:16:33.564Z,Challenge
9383,2021-01-08T19:55:20.357Z,Basic Commands
9400,2021-01-08T19:59:35.900Z,Repeat
9406,2021-01-08T20:37:59.689Z,Challenge
9407,2021-01-08T20:38:17.002Z,Challenge
9419,2021-01-08T21:56:48.936Z,Challenge
9427,2021-01-08T11:12:34.328Z,
9429,2021-01-08T18:23:46.998Z,IntroExplainEditor
9432,2021-01-08T19:47:59.151Z,Basic Commands
9436,2021-01-08T16:34:10.591Z,IntroExplainEditor
9456,2021-01-08T20:31:08.203Z,Challenge
9460,2021-01-08T20:03:08.714Z,Challenge
9468,2021-01-08T18:13:11.554Z,PreIntro
9474,2021-01-08T17:36:35.336Z,Function
9478,2021-01-08T19:19:18.710Z,Basic Commands
9496,2021-01-08T20:25:08.604Z,Challenge
9497,2021-01-08T17:32:52.663Z,Combine
9509,2021-01-08T20:07:46.479Z,Challenge
9510,2021-01-08T19:52:55.966Z,ModifyMoves
9514,2021-01-08T20:17:19.937Z,Repeat
9517,2021-01-08T19:58:55.477Z,Combine
9521,2021-01-08T17:37:39.576Z,KarelCommandsPlaceStone
9542,2021-01-08T21:31:29.434Z,Repeat
9543,2021-01-08T19:19:10.751Z,IntroExplainTasks
9565,2021-01-08T20:34:32.321Z,Challenge
9566,2021-01-08T16:34:03.355Z,CommandsB
9567,2021-01-08T20:30:46.095Z,Challenge
9569,2021-01-08T19:55:14.169Z,CommandsA
9570,2021-01-08T20:11:12.145Z,Challenge
9571,2021-01-08T19:56:01.822Z,Repeat
9579,2021-01-08T19:58:13.594Z,Combine
9585,2021-01-08T20:01:04.461Z,Challenge
9590,2021-01-08T20:19:53.564Z,Challenge
9592,2021-01-08T19:56:43.676Z,Basic Commands
9596,2021-01-08T20:21:16.243Z,Combine
9599,2021-01-08T20:03:39.418Z,Function
9604,2021-01-08T11:03:38.989Z,Function
9606,2021-01-08T19:56:20.616Z,Function
9612,2021-01-08T20:17:19.919Z,Repeat
9618,2021-01-08T20:17:22.026Z,Challenge
9623,2021-01-08T20:26:46.140Z,Challenge
9625,2021-01-08T18:13:12.753Z,CommandsA
9627,2021-01-08T20:31:51.061Z,Challenge
9633,2021-01-08T19:51:08.144Z,PreDone
9638,2021-01-08T20:01:56.772Z,Function
9640,2021-01-08T19:47:39.131Z,ModifyMoves
9643,2021-01-08T21:26:06.882Z,IntroExplainEditor
9648,2021-01-08T19:56:02.354Z,Repeat
9658,2021-01-08T21:29:19.513Z,Function
9667,2021-01-08T21:53:30.968Z,Challenge
9672,2021-01-08T20:04:50.017Z,Challenge
9674,2021-01-08T20:30:41.804Z,Challenge
9683,2021-01-08T17:53:04.560Z,Repeat
9698,2021-01-08T19:52:12.344Z,Basic Commands
9710,2021-01-08T21:27:47.059Z,Function
9711,2021-01-08T18:13:14.100Z,ModifyMoves
9719,2021-01-08T20:17:46.324Z,Challenge
9731,2021-01-08T20:15:13.468Z,Challenge
9734,2021-01-08T21:49:28.385Z,Challenge
9738,2021-01-08T22:00:52.295Z,Challenge
9739,2021-01-08T20:11:48.081Z,Challenge
9752,2021-01-08T10:51:34.311Z,Function
9762,2021-01-08T20:31:54.803Z,Challenge
9763,2021-01-08T10:23:23.981Z,Function
9790,2021-01-08T21:29:46.774Z,Repeat
9791,2021-01-08T10:23:46.833Z,Function
9800,2021-01-08T20:15:14.428Z,Challenge
9802,2021-01-08T20:16:33.542Z,Challenge
9804,2021-01-08T19:54:27.909Z,Basic Commands
9806,2021-01-08T21:57:54.011Z,Challenge
9814,2021-01-08T20:03:42.572Z,Basic Commands
9815,2021-01-08T20:22:02.598Z,Challenge
9817,2021-01-08T19:58:52.033Z,Function
9819,2021-01-08T20:15:15.203Z,Repeat
9823,2021-01-08T17:44:45.445Z,Basic Commands
9824,2021-01-08T16:34:32.321Z,Function
9828,2021-01-08T18:31:27.313Z,FirstProgram
9829,2021-01-08T20:21:14.768Z,Challenge
9831,2021-01-08T20:39:18.491Z,Challenge
9833,2021-01-08T20:30:41.807Z,Challenge
9838,2021-01-08T20:08:50.417Z,Challenge
9839,2021-01-08T10:49:21.199Z,Function
9840,2021-01-08T19:57:12.887Z,Function
9845,2021-01-08T17:35:26.614Z,dashboard
9847,2021-01-08T21:53:44.913Z,Challenge
9848,2021-01-08T21:49:28.369Z,Challenge
9859,2021-01-08T20:31:54.798Z,Challenge
9868,2021-01-08T21:29:52.366Z,Repeat
9869,2021-01-08T20:13:29.089Z,Repeat
9899,2021-01-08T21:59:03.399Z,Challenge
9901,2021-01-08T18:30:14.969Z,KarelCommandsTurnLeft
9902,2021-01-08T20:07:51.970Z,Challenge
9905,2021-01-08T20:02:25.620Z,Challenge
9908,2021-01-08T19:58:04.005Z,Function
9921,2021-01-08T20:30:39.715Z,Challenge
9923,2021-01-08T17:32:43.124Z,Repeat
9926,2021-01-08T20:13:22.931Z,Challenge
9934,2021-01-08T20:14:16.053Z,Challenge
9936,2021-01-08T19:32:35.414Z,ModifyMoves
9947,2021-01-08T20:09:26.185Z,Challenge
9957,2021-01-08T20:05:34.365Z,Repeat
9972,2021-01-08T11:22:56.233Z,Function
9977,2021-01-08T18:38:59.303Z,Basic Commands
9983,2021-01-08T20:31:45.150Z,Challenge
10000,2021-01-08T20:02:45.123Z,Challenge
10003,2021-01-08T20:15:08.813Z,Challenge
10017,2021-01-08T11:01:02.879Z,Function
10018,2021-01-08T20:23:03.508Z,Challenge
10019,2021-01-08T11:01:02.854Z,Function
10035,2021-01-08T20:03:24.456Z,Challenge
10039,2021-01-08T18:30:33.091Z,dashboard
10041,2021-01-08T19:55:04.939Z,Repeat
10056,2021-01-08T18:41:21.594Z,Combine
10074,2021-01-08T20:26:54.080Z,Challenge
10083,2021-01-08T20:21:02.525Z,Challenge
10108,2021-01-08T20:11:21.675Z,Challenge
10110,2021-01-08T20:29:17.938Z,Challenge
10118,2021-01-08T19:50:21.793Z,PreIntro
10120,2021-01-08T17:36:12.551Z,Basic Commands
10123,2021-01-08T20:28:07.772Z,Challenge
10128,2021-01-08T11:02:06.955Z,Function
10130,2021-01-08T21:56:41.601Z,Challenge
10136,2021-01-08T21:30:10.942Z,Repeat
10138,2021-01-08T20:35:55.299Z,Challenge
10145,2021-01-08T20:13:35.764Z,Repeat
10156,2021-01-08T20:27:46.392Z,Challenge
10160,2021-01-08T20:03:21.655Z,Challenge
10164,2021-01-08T21:59:25.292Z,Challenge
10171,2021-01-08T20:22:02.565Z,Challenge
10177,2021-01-08T20:30:48.013Z,Challenge
10178,2021-01-08T21:31:54.706Z,Repeat
10179,2021-01-08T20:27:08.750Z,Challenge
10185,2021-01-08T20:06:38.091Z,Challenge
10195,2021-01-08T21:52:44.770Z,Challenge
10197,2021-01-08T18:10:09.759Z,PreIntro
10206,2021-01-08T21:50:10.105Z,Challenge
10208,2021-01-08T21:59:12.188Z,Challenge
10210,2021-01-08T19:54:16.057Z,Basic Commands
10211,2021-01-08T20:01:38.884Z,Function
10223,2021-01-08T20:00:05.038Z,Function
10231,2021-01-08T19:32:42.777Z,IntroExplainEditor
10250,2021-01-08T19:57:34.528Z,Combine
10252,2021-01-08T20:25:38.996Z,Challenge
10254,2021-01-08T20:31:37.119Z,Challenge
10256,2021-01-08T20:14:09.999Z,Challenge
10281,2021-01-08T20:08:19.861Z,Challenge
10296,2021-01-08T20:03:43.165Z,Basic Commands
10304,2021-01-08T18:30:17.573Z,IntroExplainTasks
10308,2021-01-08T20:14:58.590Z,Challenge
10314,2021-01-08T20:16:57.109Z,Challenge
10319,2021-01-08T20:05:51.790Z,Challenge
10326,2021-01-08T20:12:58.382Z,Repeat
10327,2021-01-08T20:15:30.157Z,Challenge
10330,2021-01-08T20:26:59.093Z,Challenge
10332,2021-01-08T18:29:29.555Z,CommandsA
10337,2021-01-08T19:47:40.649Z,ModifyMoves
10343,2021-01-08T19:52:17.811Z,Basic Commands
10346,2021-01-08T18:01:56.379Z,Repeat
10353,2021-01-08T11:03:28.567Z,Function
10366,2021-01-08T19:54:23.848Z,PreIntro
10368,2021-01-08T20:18:49.945Z,Combine
10373,2021-01-08T20:15:26.178Z,Challenge
10376,2021-01-08T20:07:10.781Z,Challenge
10378,2021-01-08T19:53:46.273Z,Basic Commands
10384,2021-01-08T18:30:02.757Z,
10402,2021-01-08T11:03:27.287Z,Function
10403,2021-01-08T18:33:26.800Z,Basic Commands
10405,2021-01-08T18:30:18.190Z,IntroExplainEditor
10414,2021-01-08T21:25:03.519Z,ModifyMoves
10415,2021-01-08T20:06:52.084Z,Challenge
10416,2021-01-08T19:57:24.444Z,Basic Commands
10436,2021-01-08T20:27:40.705Z,Challenge
10451,2021-01-08T18:39:11.631Z,Combine
10453,2021-01-08T20:16:07.924Z,Repeat
10469,2021-01-08T20:31:09.864Z,Challenge
10471,2021-01-08T19:56:04.893Z,Repeat
10474,2021-01-08T21:30:09.352Z,Repeat
10480,2021-01-08T21:50:20.112Z,Challenge
10481,2021-01-08T21:59:47.539Z,Challenge
10483,2021-01-08T20:15:25.625Z,Challenge
10484,2021-01-08T21:29:10.970Z,Function
10496,2021-01-08T20:11:49.745Z,Challenge
10503,2021-01-08T20:25:38.981Z,Challenge
10515,2021-01-08T17:44:47.186Z,Basic Commands
10516,2021-01-08T20:32:26.845Z,Challenge
10523,2021-01-08T19:58:04.630Z,Combine
10539,2021-01-08T20:09:16.376Z,Challenge
10549,2021-01-08T22:01:58.225Z,Challenge
10552,2021-01-08T20:00:13.215Z,Challenge
10555,2021-01-08T19:55:03.854Z,Basic Commands
10557,2021-01-08T20:14:26.805Z,Challenge
10573,2021-01-08T20:27:40.756Z,Challenge
10578,2021-01-08T20:09:46.316Z,Challenge
10590,2021-01-08T20:03:33.625Z,Combine
10592,2021-01-08T17:44:28.281Z,PreDone
10604,2021-01-08T19:57:38.134Z,Basic Commands
10612,2021-01-08T20:09:05.693Z,Repeat
10621,2021-01-08T20:00:05.604Z,Repeat
10624,2021-01-08T19:59:32.323Z,Combine
10641,2021-01-08T19:58:03.753Z,Basic Commands
10644,2021-01-08T20:19:07.403Z,Combine
10650,2021-01-08T18:41:10.937Z,Combine
10651,2021-01-08T19:54:40.612Z,Basic Commands
10652,2021-01-08T20:14:51.762Z,Repeat
10653,2021-01-08T18:32:43.239Z,CommandsA
10655,2021-01-08T18:30:23.659Z,Basic Commands
10675,2021-01-08T20:11:12.150Z,Challenge
10677,2021-01-08T16:34:28.872Z,Function
10689,2021-01-08T18:26:56.917Z,dashboard
10703,2021-01-08T20:07:53.153Z,Challenge
10720,2021-01-08T19:34:37.295Z,Challenge
10728,2021-01-08T20:31:42.159Z,Challenge
10736,2021-01-08T20:00:05.013Z,Function
10738,2021-01-08T18:23:45.941Z,ModifyMoves
10740,2021-01-08T21:57:47.384Z,Challenge
10742,2021-01-08T20:27:48.824Z,Challenge
10751,2021-01-08T19:53:47.747Z,Repeat
10759,2021-01-08T22:01:46.808Z,Challenge
10778,2021-01-08T20:09:21.102Z,Challenge
10783,2021-01-08T20:26:47.930Z,Challenge
10789,2021-01-08T18:44:51.505Z,Challenge
10790,2021-01-08T22:03:01.227Z,Challenge
10796,2021-01-08T20:18:58.869Z,Challenge
10797,2021-01-08T17:36:25.895Z,Basic Commands
10801,2021-01-08T21:49:52.258Z,Challenge
10806,2021-01-08T20:13:25.280Z,Challenge
10809,2021-01-08T19:56:36.757Z,Repeat
10811,2021-01-08T17:31:46.950Z,Basic Commands
10815,2021-01-08T20:15:29.206Z,Challenge
10819,2021-01-08T19:58:14.648Z,Combine
10822,2021-01-08T19:57:33.657Z,Basic Commands
10835,2021-01-08T20:19:33.746Z,Challenge
10842,2021-01-08T20:15:30.131Z,Challenge
10845,2021-01-08T19:55:12.725Z,Repeat
