,userId,data,date,type,currentView,item
8448,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""380""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:41.712Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
8561,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""205""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:19.002Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
8766,47a8f09b-c74c-4d57-a382-9bdcca962df7,successful,2021-01-11T16:33:26.834Z,RUN_DONE,RepeatL3Corner9,Combine
8879,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_turn_left"" x=""0"" y=""0""></block><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""></block></statement></block><block type=""karel_move"" x=""46"" y=""47""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></xml>",2021-01-11T16:25:55.247Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
8887,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""357""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:30:07.435Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
9017,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:07.090Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
9022,47a8f09b-c74c-4d57-a382-9bdcca962df7,,2021-01-11T16:24:58.340Z,BUTTON_CLICK_reset,ModifyMoves,ModifyMoves
9056,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""355""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:39.555Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
9158,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""307""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:51.577Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
9277,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">my name</field><statement name=""STACK""><block type=""karel_place_stone""></block></statement></block></xml>",2021-01-11T16:31:41.644Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
9668,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">my name</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_place_stone""></block></next></block></statement></block></xml>",2021-01-11T16:31:45.160Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
10047,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""tourner à droite""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""tourner à droite""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""376""><field name=""NAME"">turn right</field></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""456""><field name=""NAME"">tourner à droite</field><statement name=""STACK""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:27:19.219Z,UPDATE_CODE_move,RepeatL2StepUpBad,Repeat
10098,47a8f09b-c74c-4d57-a382-9bdcca962df7,,2021-01-11T16:26:14.468Z,BUTTON_CLICK_reset,CommandsMLMR,Basic Commands
10141,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""></block></statement></block></xml>",2021-01-11T16:26:46.552Z,UPDATE_CODE_move,MethodsStepUp,Function
10199,47a8f09b-c74c-4d57-a382-9bdcca962df7,Welcome,2021-01-11T16:24:06.384Z,PRE_ITEM_COMPLETE,Welcome,
10205,47a8f09b-c74c-4d57-a382-9bdcca962df7,IntroExplainEditor,2021-01-11T16:25:05.113Z,PRE_ITEM_COMPLETE,IntroExplainEditor,IntroExplainEditor
10287,47a8f09b-c74c-4d57-a382-9bdcca962df7,unsuccessful,2021-01-11T16:24:49.316Z,RUN_DONE,ModifyMoves,ModifyMoves
10313,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_turn_left"" x=""0"" y=""0""></block><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""></block></statement></block></statement></block><block type=""karel_turn_left"" x=""80"" y=""77""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""157""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:52.020Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
10385,47a8f09b-c74c-4d57-a382-9bdcca962df7,CommandsHouseGood,2021-01-11T16:25:10.266Z,UPDATE_CURRENT_VIEW,CommandsMLMR,Basic Commands
10760,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""karel_place_stone""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""307""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:29:55.451Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
11050,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></statement></block><block type=""karel_move"" disabled=""true"" x=""89"" y=""67""></block></xml>",2021-01-11T16:24:56.978Z,UPDATE_CODE_move,ModifyMoves,ModifyMoves
11074,47a8f09b-c74c-4d57-a382-9bdcca962df7,,2021-01-11T16:33:39.822Z,BUTTON_CLICK_reset,DiamondBad,Challenge
11253,47a8f09b-c74c-4d57-a382-9bdcca962df7,KarelCommandsPickStone,2021-01-11T16:24:18.383Z,PRE_ITEM_COMPLETE,KarelCommandsPickStone,KarelCommandsPickStone
11658,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""405""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:45.883Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
11747,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""282""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:44.201Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
11761,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""130""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:12.324Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
12204,47a8f09b-c74c-4d57-a382-9bdcca962df7,MethodsStepUp,2021-01-11T16:26:20.915Z,UPDATE_CURRENT_VIEW,dashboard,Function
12234,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_pickup_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn right""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""276""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:49.669Z,UPDATE_CODE_move,MethodsStepUp,Function
12255,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:36.571Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
12327,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:07.092Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
12476,47a8f09b-c74c-4d57-a382-9bdcca962df7,RepeatL2PlaceRow,2021-01-11T16:26:57.803Z,UPDATE_CURRENT_VIEW,dashboard,Repeat
12499,47a8f09b-c74c-4d57-a382-9bdcca962df7,Checker,2021-01-11T16:33:30.776Z,UPDATE_CURRENT_VIEW,dashboard,Challenge
12560,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""99""><field name=""NAME"">my name</field></block></xml>",2021-01-11T16:27:46.770Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
12570,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""151""><field name=""NAME"">my name</field><statement name=""STACK""><block type=""karel_turn_left""></block></statement></block></xml>",2021-01-11T16:28:07.188Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
12648,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""255""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:23.798Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
12658,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""turn right""></mutation></block></next></block></next></block></next></block></next></block></statement></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""257""><field name=""NAME"">turn right</field><statement name=""STACK""><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block></xml>",2021-01-11T16:28:39.993Z,UPDATE_CODE_move,RepeatL2PlaceRow,Repeat
12688,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""280""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:27.457Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
12850,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""480""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:33:04.170Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
13045,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""procedures_callnoargsnoreturn""><mutation name=""place 4 stones""></mutation></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""105""><field name=""NAME"">place 4 stones</field><statement name=""STACK""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">4</field></shadow></value><statement name=""DO""><block type=""karel_place_stone""></block></statement></block></statement></block></xml>",2021-01-11T16:32:08.847Z,UPDATE_CODE_move,RepeatL3Corner9,Combine
13052,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn around""></mutation><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""procedures_callnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false""><mutation name=""turn around""></mutation></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""201""><field name=""NAME"">turn around</field><statement name=""STACK""><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></statement></block></xml>",2021-01-11T16:26:22.350Z,UPDATE_CODE_move,MethodsTurnAroundGood,Function
13063,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" editable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_place_stone"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_move"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""><next><block type=""karel_turn_left"" deletable=""false"" movable=""false"" editable=""false""></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:26:30.017Z,BUTTON_CLICK_run,MethodsTurnAroundBad,Function
13338,47a8f09b-c74c-4d57-a382-9bdcca962df7,successful,2021-01-11T16:30:54.177Z,RUN_DONE,RepeatL2PlaceRow,Repeat
13393,47a8f09b-c74c-4d57-a382-9bdcca962df7,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-11T16:25:57.130Z,UPDATE_CODE_move,CommandsMLMR,Basic Commands
