ind,userId,data,date,type,currentView,item,button
6285,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""357""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""518""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:29.788Z,UPDATE_CODE_move,Checker,Challenge,
5247,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""382""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""543""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:37.597Z,UPDATE_CODE_move,Checker,Challenge,
293,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""382""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""543""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:37.604Z,UPDATE_CODE_move,Checker,Challenge,
1912,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""382""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""543""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:37.611Z,UPDATE_CODE_move,Checker,Challenge,
4851,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""407""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""568""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:39.502Z,UPDATE_CODE_move,Checker,Challenge,
6479,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""407""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""568""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:39.516Z,UPDATE_CODE_move,Checker,Challenge,
1039,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""407""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""568""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:39.522Z,UPDATE_CODE_move,Checker,Challenge,
1711,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""407""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""568""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:46.017Z,UPDATE_CODE_move,Checker,Challenge,
433,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_move""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""407""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""568""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:46.036Z,UPDATE_CODE_delete,Checker,Challenge,
1095,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""478""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""639""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:48.041Z,UPDATE_CODE_move,Checker,Challenge,
4505,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""478""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""639""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:48.046Z,UPDATE_CODE_move,Checker,Challenge,
1318,5fe8d26e88f0577d2608884f,"<xml><block type=""karel_main"" deletable=""false"" movable=""false"" x=""20"" y=""20""><statement name=""program""><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">3</field></shadow></value><statement name=""DO""><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""><next><block type=""karel_turn_left""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement><next><block type=""procedures_callnoargsnoreturn""><mutation name=""cycle""></mutation><next><block type=""karel_turn_left""><next><block type=""controls_repeat_ext""><value name=""TIMES""><shadow type=""math_number""><field name=""NUM"">10</field></shadow></value><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""478""><field name=""NAME"">4stone</field><statement name=""STACK""><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""><next><block type=""karel_pickup_stone""></block></next></block></next></block></next></block></statement></block><block type=""procedures_defnoargsnoreturn"" x=""20"" y=""639""><field name=""NAME"">cycle</field><statement name=""STACK""><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""karel_move""><next><block type=""karel_turn_left""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""><next><block type=""karel_move""><next><block type=""procedures_callnoargsnoreturn""><mutation name=""4stone""></mutation><next><block type=""karel_move""></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></next></block></statement></block></xml>",2021-01-06T01:00:48.051Z,UPDATE_CODE_move,Checker,Challenge,
